municipality_code,municipality_name,county_code,percent_vaccinated,population_total,population_total_m,population_total_f,area_km2,population_density,urbanization_rate,healthcare_advices,population_per_pharmacy,installations_watersupply,installations_toilet,installations_bathroom,installations_central_heating,installations_network_gas,appartment_area_per_person,appartments_per_1000_persons,persons_per_appartment,persons_per_room,persons_per_library,library_books_per_1000_persons,library_readers_per_1000_persons,library_loans_per_reader,forests_area,unemployed_total,unemployed_f,unemployed_m,unemployed_up_to_25,unemployed_over_50,unemployed_long_term,unemployment_rate,unemployment_rate_m,unemployment_rate_f,bicycle_paths_per_100km2,bicycle_paths_per_10k_persons,revenues_per_capita,revenues_per_capita_PIT,revenues_per_capita_CIT,expenditures_per_capita,investment_expenditures_per_capita,children_3_5_in_kindergartens,net_scholarization,marriages_per_1000_persons,birthrate_per_1000_persons,net_migrations_per_1000_persons,persons_running_business,entities_registered_per_10k_persons,county_name,average_wage_relative,doctors_per_1000_persons,beds_in_hospitals,cars_per_1000_persons,motorcycles_per_1000_persons,education_share_higher,education_share_secondary,education_share_vocational,education_share_primary,tourits_per_1000_persons,percent_population_below_25,percent_population_25_60,percent_population_over_60
1435053,Wyszków,1435000,56.4,39409,19336,20073,165,238.6,66.9,174428.0,2815,98.5,96.9,95.9,87.4,73.3,29.1,348.6,2.87,0.69,7882,3095,118,14.6,2192.7,913,480,433,158,224,271,3.9,3.4,4.4,23.49,9.85,5394.53,1063.82,40.8,5098.04,552.84,888.0,97.87,3.9,0.43,1.5,3586,1139,wyszkowski,79.7,14.9,193,656.0,30.4,19.48,33.96,23.58,18.02,187.06,28.069730264660357,56.11408561496105,14.38757644192951
1435062,Zabrodzie,1435000,52.3,6102,3044,3058,92,66.3,0.0,24169.0,6102,97.2,88.0,87.2,74.1,25.7,30.8,312.2,3.2,0.71,6102,2620,67,11.3,1498.0,112,56,56,23,30,33,3.1,2.9,3.5,0.0,0.0,5853.32,782.16,1.54,5400.24,414.45,652.0,90.38,4.6,-1.48,9.9,411,796,wyszkowski,79.7,14.9,193,656.0,30.4,19.48,33.96,23.58,18.02,187.06,29.842674532940023,54.3756145526057,13.634873811864962
1436012,Kazanów,1436000,42.9,4370,2240,2130,95,46.0,0.0,14136.0,0,93.2,77.0,74.0,65.4,0.3,27.3,342.3,2.92,0.8,2185,3921,114,15.4,1163.0,236,110,126,38,54,132,9.1,8.6,9.6,0.0,0.0,5901.62,387.14,1.45,5441.46,441.96,581.0,95.36,4.5,-8.41,1.8,271,716,zwoleński,81.6,7.4,30,758.2,64.5,16.73,31.7,24.7,22.41,0.0,29.382151029748282,53.661327231121284,14.187643020594965
1436022,Policzna,1436000,48.6,5303,2665,2638,113,47.1,0.0,20539.0,5303,86.5,81.6,78.1,72.0,14.1,28.6,334.2,2.99,0.75,1768,5102,86,17.7,1425.0,276,142,134,41,60,151,8.7,7.4,10.3,0.62,1.32,4854.01,543.4,4.13,4630.52,128.78,653.0,79.81,3.8,-9.77,-3.2,278,622,zwoleński,81.6,7.4,30,758.2,64.5,16.73,31.7,24.7,22.41,0.0,24.797284555911748,56.45860833490477,16.198378276447293
1436032,Przyłęk,1436000,41.2,5959,2969,2990,131,45.3,0.0,18475.0,5959,87.1,81.3,75.4,69.0,0.2,29.6,339.7,2.94,0.72,1490,8567,226,25.0,1771.0,221,104,117,51,49,107,6.3,6.0,6.6,0.0,0.0,5791.58,570.38,0.87,5023.74,426.34,491.0,85.47,2.7,-5.32,-4.8,217,445,zwoleński,81.6,7.4,30,758.2,64.5,16.73,31.7,24.7,22.41,0.0,26.531297197516363,54.757509649270006,16.02617888907535
1436042,Tczów,1436000,43.9,4835,2457,2378,72,67.0,0.0,11665.0,4835,93.0,89.7,84.1,73.5,0.4,26.7,277.8,3.6,0.84,2418,4440,94,18.9,572.16,246,122,124,51,45,128,8.6,7.8,9.6,1.66,2.48,5752.1,319.27,3.79,5516.77,238.45,685.0,91.14,4.5,-2.06,-4.7,257,598,zwoleński,81.6,7.4,30,758.2,64.5,16.73,31.7,24.7,22.41,0.0,30.299896587383664,54.51913133402275,12.96794208893485
1436053,Zwoleń,1436000,47.4,14612,7185,7427,162,90.1,50.9,51858.0,2435,94.5,91.1,90.4,81.6,18.7,29.1,351.6,2.84,0.7,3653,3410,216,15.3,1670.2,791,378,413,124,188,442,9.2,8.9,9.5,0.86,0.96,4978.13,769.09,14.45,4728.48,426.69,831.0,92.82,3.1,-4.37,-3.7,1036,860,zwoleński,81.6,7.4,30,758.2,64.5,16.73,31.7,24.7,22.41,0.0,26.293457432247468,55.119080208048175,16.56857377497947
1437013,Bieżuń,1437000,50.4,4725,2339,2386,121,38.9,37.3,10103.0,2363,95.6,90.7,84.6,80.2,0.4,30.0,323.2,3.09,0.69,4725,3087,62,11.3,876.0,299,151,148,46,72,180,10.5,9.4,11.9,0.0,0.0,5401.39,896.46,9.46,5173.14,236.68,538.0,89.16,3.8,-9.06,-7.2,306,787,żuromiński,79.4,9.8,108,714.5,48.5,15.32,31.17,24.27,23.99,0.0,26.962962962962962,54.81481481481482,15.76719576719577
1437022,Kuczbork-Osada,1437000,58.3,4418,2208,2210,122,36.3,0.0,14969.0,0,96.4,87.5,82.8,83.0,0.4,27.6,316.7,3.16,0.7,2209,4090,81,14.6,1376.0,328,178,150,50,69,213,12.7,10.4,15.8,0.25,0.68,5355.73,386.14,2.19,4964.3,103.73,635.0,81.34,4.8,-5.66,-5.0,155,455,żuromiński,79.4,9.8,108,714.5,48.5,15.32,31.17,24.27,23.99,0.0,27.636939791760977,53.191489361702125,16.636487098234497
1437033,Lubowidz,1437000,56.4,6508,3189,3319,192,34.1,24.5,19502.0,0,97.4,90.7,84.4,82.1,0.5,27.4,337.3,2.96,0.71,2169,3271,104,16.9,3049.8,442,236,206,74,105,284,11.5,9.9,13.4,4.51,13.21,5800.97,576.87,5.68,5681.96,465.17,659.0,84.99,4.1,-4.9,-4.9,433,756,żuromiński,79.4,9.8,108,714.5,48.5,15.32,31.17,24.27,23.99,0.0,27.35095267363245,54.25629993853719,15.872771972956363
1437042,Lutocin,1437000,55.9,4100,2063,2037,126,32.4,0.0,30690.0,4100,96.3,90.3,85.8,83.3,0.5,25.9,263.4,3.8,0.8,4100,2760,78,11.7,854.0,239,138,101,62,34,142,9.8,7.4,12.9,2.06,6.34,5383.1,332.02,1.19,4880.99,212.36,402.0,85.75,3.2,-9.95,-3.9,185,554,żuromiński,79.4,9.8,108,714.5,48.5,15.32,31.17,24.27,23.99,0.0,28.317073170731703,52.90243902439025,15.78048780487805
1437052,Siemiątkowo,1437000,45.4,3289,1659,1630,113,29.0,0.0,9060.0,0,93.6,82.5,78.7,79.7,0.3,24.5,274.6,3.64,0.78,3289,1654,93,8.3,1376.4,201,98,103,34,45,148,10.6,9.7,11.7,0.0,0.0,6204.31,391.91,1.66,6347.54,750.13,533.0,80.3,4.8,-3.94,-2.7,146,562,żuromiński,79.4,9.8,108,714.5,48.5,15.32,31.17,24.27,23.99,0.0,28.823350562480996,52.87321374277896,15.779872301611434
1437063,Żuromin,1437000,59.7,13736,6650,7086,133,103.3,62.9,44472.0,1717,97.6,96.1,94.1,91.3,0.3,30.1,358.8,2.79,0.65,13736,1903,76,12.1,601.2,861,488,373,114,216,541,10.5,8.5,12.7,11.28,10.92,4791.19,748.9,19.78,4616.11,221.44,823.0,100.69,4.6,-5.0,-3.6,1130,1004,żuromiński,79.4,9.8,108,714.5,48.5,15.32,31.17,24.27,23.99,0.0,25.902737332556786,56.13715783343041,15.827023878858473
1438011,Żyrardów,1438000,59.7,39481,18537,20944,14,2751.3,100.0,156501.0,2193,97.4,92.3,89.1,83.8,65.8,28.6,480.2,2.08,0.64,7896,1421,128,12.3,8.0,1 580,784,796,159,407,928,7.0,6.8,7.3,234.15,8.51,6309.5,1165.1,74.81,6432.5,1307.92,855.0,96.19,3.6,-5.65,-0.8,4304,1398,żyrardowski,92.6,12.3,247,799.2,55.5,22.42,36.45,20.49,15.9,478.18,24.38134799017249,54.86436513766115,18.847040348522075
1438023,Mszczonów,1438000,55.9,11486,5578,5908,152,75.6,54.5,59188.0,2872,94.9,93.8,92.5,85.1,52.3,29.5,367.3,2.72,0.69,5743,2918,119,14.5,1184.0,395,200,195,69,70,224,5.8,5.5,6.2,4.81,6.36,7774.92,1043.65,142.95,7422.51,1041.43,1015.0,108.08,4.0,-3.81,-1.7,863,951,żyrardowski,92.6,12.3,247,799.2,55.5,22.42,36.45,20.49,15.9,478.18,27.546578443322307,55.110569388821176,15.993383249172908
1438032,Puszcza Mariańska,1438000,52.8,8796,4360,4436,143,61.4,0.0,19642.0,8796,93.3,90.8,88.5,72.8,1.5,33.8,382.6,2.61,0.63,4398,2865,59,13.8,1111.0,342,157,185,43,86,214,6.7,6.6,6.9,0.0,0.0,5223.78,893.57,30.51,5326.11,729.98,533.0,85.5,3.9,-3.64,4.4,669,920,żyrardowski,92.6,12.3,247,799.2,55.5,22.42,36.45,20.49,15.9,478.18,26.864483856298314,55.093224192814915,15.882219190541155
1438042,Radziejowice,1438000,55.5,6227,3076,3151,73,85.3,0.0,13953.0,6227,94.2,93.5,92.1,82.5,39.9,39.0,360.7,2.77,0.6,6227,2241,54,22.0,583.11,205,97,108,25,49,116,5.6,5.6,5.7,2.19,2.57,6759.97,1391.1,65.82,6544.61,596.92,1054.0,99.03,4.0,-5.62,6.7,672,1320,żyrardowski,92.6,12.3,247,799.2,55.5,22.42,36.45,20.49,15.9,478.18,28.77790268186928,55.66083186124939,13.810823831700658
1438052,Wiskitki,1438000,51.7,10151,5071,5080,151,67.6,0.0,31969.0,5076,94.0,86.5,83.0,76.3,3.2,29.4,332.0,3.01,0.72,2538,2094,44,7.1,394.0,442,199,243,65,128,292,7.2,7.3,7.1,1.47,2.17,5586.29,806.9,24.23,5469.81,430.07,704.0,79.76,3.3,-6.81,1.5,722,894,żyrardowski,92.6,12.3,247,799.2,55.5,22.42,36.45,20.49,15.9,478.18,27.622894296128457,55.570879716284104,14.983745443798641
1461011,Ostrołęka,1461000,54.5,49913,23678,26235,33,1491.7,100.0,267935.0,1997,99.8,99.5,99.2,92.8,81.5,28.2,399.3,2.5,0.62,6239,3715,127,9.6,490.64,2 305,1 233,1 072,212,639,1 348,8.0,7.0,9.0,87.57,5.87,7900.27,1359.05,105.21,7715.87,448.53,1164.0,111.09,3.3,-1.32,-6.7,4785,1225,m. Ostrołęka,103.4,51.1,501,558.0,26.2,28.08,38.27,16.0,12.53,57.65,24.350369643179132,56.342035141145594,17.510468214693567
1462011,Płock,1462000,63.0,114974,54084,60890,88,1305.9,100.0,610016.0,3107,99.4,98.9,97.8,92.6,63.0,27.4,459.9,2.17,0.62,7186,3709,208,17.2,349.11,4 357,2 668,1 689,354,1 163,2 497,6.6,4.9,8.4,72.69,5.57,9679.83,1672.24,546.47,9437.34,994.21,1047.0,105.53,3.6,-6.06,-2.5,8690,1071,m. Płock,118.2,44.3,1215,724.2,31.5,27.52,37.86,17.73,12.03,288.35,22.633812862038376,55.79609302972845,19.679231826325953
1463011,Radom,1463000,55.8,202259,95772,106487,112,1809.1,100.0,935572.0,3065,98.6,98.0,96.3,86.7,81.4,26.9,428.5,2.33,0.68,14447,1671,96,15.4,500.45,11 300,5 555,5 745,953,3 220,6 703,9.6,9.2,10.1,90.52,5.0,7195.44,1347.58,60.6,7575.85,981.36,951.0,99.59,3.5,-5.5,-4.6,19410,1239,m. Radom,91.1,35.1,1327,576.3,23.9,28.95,35.61,16.93,13.38,142.21,23.561868693111307,55.679598930084694,18.447633974260725
1464011,Siedlce,1464000,51.6,76471,36242,40229,32,2400.2,100.0,443195.0,2390,98.8,98.5,97.5,93.0,80.7,29.0,455.7,2.19,0.61,9559,3837,163,19.1,41.11,1 702,896,806,129,431,777,3.9,3.5,4.3,133.08,5.54,7277.93,1597.59,75.8,7438.58,345.44,1072.0,106.95,3.5,-0.25,-1.6,6719,1167,m. Siedlce,93.9,67.2,815,596.9,36.6,33.32,36.19,15.32,10.4,446.06,25.987629297380703,54.94501183455166,17.22221495730408
1465011,Warszawa,1465000,76.0,1861774,858762,1003012,517,3599.4,100.0,5698702.0,3093,98.7,98.4,98.0,96.3,71.7,32.6,555.1,1.8,0.59,7026,3597,189,13.1,2924.56,24 403,12 001,12 402,1 202,7 442,9 607,2.2,2.2,2.1,130.71,3.63,9970.89,3302.09,545.73,10867.35,1203.96,1013.0,99.51,3.9,-0.81,2.4,262274,2553,m. st. Warszawa,129.4,48.9,12149,765.7,30.4,47.35,32.26,8.24,7.78,710.8,23.654267381540404,57.04988897685755,16.43711857615371
1601011,Brzeg,1601000,52.5,34629,16452,18177,15,2370.2,100.0,195068.0,2309,96.9,95.0,93.9,87.7,90.6,26.8,444.8,2.25,0.67,6926,2882,183,17.4,1.0,982,576,406,87,303,473,4.9,3.8,6.1,10.27,0.43,5080.68,998.37,48.92,5258.69,582.2,992.0,106.48,3.4,-6.22,-6.0,3335,1436,brzeski,87.4,14.1,225,728.1,38.2,19.41,37.54,22.43,14.68,120.99,22.403188079355456,56.114817060844956,19.154465910075373
1601022,Skarbimierz,1601000,48.0,8457,4239,4218,110,76.7,0.0,13932.0,0,98.0,97.3,96.3,88.9,48.8,31.3,331.6,3.02,0.69,1691,2516,49,12.5,33.0,220,131,89,28,55,91,4.1,3.1,5.3,10.15,13.24,6376.62,950.4,11.83,6541.24,2100.85,837.0,69.14,3.3,-1.19,15.8,737,1122,brzeski,87.4,14.1,225,728.1,38.2,19.41,37.54,22.43,14.68,120.99,28.698119900673998,58.046588624807846,11.930944779472625
1601033,Grodków,1601000,54.0,18441,9067,9374,286,64.5,44.7,76342.0,3688,98.2,97.4,95.6,79.7,44.1,27.7,351.6,2.84,0.71,1844,3367,141,14.6,144.0,555,325,230,60,142,257,5.1,3.8,6.6,2.48,3.85,5392.94,867.53,22.03,5046.91,529.37,838.0,89.86,2.6,-5.19,-3.4,1293,952,brzeski,87.4,14.1,225,728.1,38.2,19.41,37.54,22.43,14.68,120.99,25.183016105417277,56.22254758418741,16.593460224499758
1601043,Lewin Brzeski,1601000,51.4,12723,6275,6448,160,79.7,44.7,46194.0,2121,97.2,96.6,93.9,80.6,48.9,27.5,352.0,2.84,0.71,2545,2308,53,10.9,49.33,362,233,129,46,117,175,4.6,3.1,6.5,0.0,0.0,4921.74,751.9,18.94,4764.62,253.61,766.0,87.25,4.5,-2.66,-6.0,1018,1100,brzeski,87.4,14.1,225,728.1,38.2,19.41,37.54,22.43,14.68,120.99,25.35565511278787,57.58075925489271,15.224396761770024
1601052,Lubsza,1601000,48.2,8999,4485,4514,212,42.3,0.0,40254.0,8999,98.0,97.5,93.4,86.0,0.5,32.7,324.9,3.08,0.64,1500,5248,66,13.2,192.0,226,125,101,25,65,102,4.2,3.4,5.1,1.03,2.44,4782.98,897.51,6.18,4365.11,263.98,649.0,73.28,3.3,-4.11,5.1,856,1091,brzeski,87.4,14.1,225,728.1,38.2,19.41,37.54,22.43,14.68,120.99,25.636181797977553,56.739637737526394,15.846205133903768
1601062,Olszanka,1601000,51.9,4783,2404,2379,93,51.6,0.0,9057.0,0,97.8,97.3,96.4,79.3,1.3,31.5,313.6,3.19,0.67,957,3561,68,11.2,45.3,102,56,46,14,32,54,3.6,2.8,4.5,0.0,0.0,5168.45,726.73,9.12,4901.13,308.98,716.0,81.84,3.1,-3.33,9.6,352,970,brzeski,87.4,14.1,225,728.1,38.2,19.41,37.54,22.43,14.68,120.99,26.510558227054148,56.596278486305664,14.61425883336818
1602013,Baborów,1602000,47.2,5836,2853,2983,117,49.9,49.4,23138.0,2918,97.3,96.1,92.1,77.0,42.6,33.7,374.7,2.67,0.61,1459,3695,64,15.5,45.0,228,139,89,45,57,123,6.2,4.5,8.2,0.0,0.0,5321.78,629.91,6.71,4394.02,225.74,669.0,70.37,2.9,-6.98,-2.7,348,824,głubczycki,85.2,14.1,162,738.9,34.2,16.06,33.68,26.2,18.4,83.3,22.378341329677863,59.73269362577107,15.421521590130228
1602022,Branice,1602000,58.8,6381,3200,3181,122,52.5,0.0,17470.0,6381,96.8,96.2,91.5,83.3,26.8,27.4,345.6,2.89,0.7,3191,2089,31,16.6,5.0,187,95,92,22,56,111,4.9,4.2,5.8,2.06,3.92,5204.98,661.5,5.59,4410.17,162.07,978.0,91.67,3.4,-17.76,0.2,288,644,głubczycki,85.2,14.1,162,738.9,34.2,16.06,33.68,26.2,18.4,83.3,19.77746434728099,58.29807240244476,19.589406049208588
1602033,Głubczyce,1602000,49.8,21468,10456,11012,294,72.9,56.4,109170.0,4294,98.0,97.0,93.7,79.8,56.9,30.2,401.2,2.49,0.65,21468,3106,128,16.8,625.41,823,425,398,104,248,450,6.6,5.8,7.6,1.73,2.38,5081.4,780.71,23.04,4770.52,361.67,896.0,92.44,3.3,-8.88,-1.6,1592,1128,głubczycki,85.2,14.1,162,738.9,34.2,16.06,33.68,26.2,18.4,83.3,23.369666480342836,55.35215204024595,18.949133594186694
1602043,Kietrz,1602000,51.5,10287,5067,5220,140,73.7,55.1,50829.0,3429,98.2,96.2,92.8,80.2,46.6,30.7,376.4,2.66,0.65,2057,4575,47,36.5,46.0,335,165,170,46,124,173,5.4,5.0,5.9,0.0,0.0,5239.52,783.25,13.66,4814.25,248.19,897.0,85.7,3.0,-6.19,-6.4,655,952,głubczycki,85.2,14.1,162,738.9,34.2,16.06,33.68,26.2,18.4,83.3,22.445805385437932,57.849713230290654,17.458928745017985
1603011,Kędzierzyn-Koźle,1603000,55.8,57148,27293,29855,124,462.0,100.0,277186.0,2721,98.6,98.2,97.7,91.1,84.1,28.2,435.3,2.3,0.64,7144,2723,133,24.8,145.92,1 870,1 052,818,175,592,1 058,5.5,4.5,6.6,28.21,6.11,5248.43,1074.88,98.83,5264.37,490.89,961.0,94.36,3.3,-6.64,-4.2,4537,1202,kędzierzyńsko-kozielski,100.9,17.7,396,645.9,33.9,19.22,34.1,26.09,14.78,107.67,21.379575838174564,57.132358087772104,19.439000489955905
1603022,Bierawa,1603000,44.1,7537,3635,3902,119,63.6,0.0,16942.0,0,99.0,98.7,95.2,83.1,2.9,36.1,356.5,2.8,0.57,1884,3241,67,16.0,144.13,191,125,66,11,61,119,4.1,2.7,5.7,4.13,6.5,5207.8,763.76,26.26,4858.64,391.57,757.0,91.49,3.6,-8.32,7.4,439,748,kędzierzyńsko-kozielski,100.9,17.7,396,645.9,33.9,19.22,34.1,26.09,14.78,107.67,23.603555791428953,58.922648268541856,15.39073902083057
1603032,Cisek,1603000,41.6,5465,2624,2841,71,76.9,0.0,20831.0,0,97.5,96.7,94.9,79.2,1.4,40.4,342.5,2.92,0.52,2733,2898,52,14.0,27.82,115,77,38,24,25,59,3.4,2.1,4.9,2.39,3.11,4919.53,654.91,13.95,4257.02,108.29,763.0,91.79,2.6,-4.93,-2.0,292,677,kędzierzyńsko-kozielski,100.9,17.7,396,645.9,33.9,19.22,34.1,26.09,14.78,107.67,23.970722781335773,58.20677035681611,15.242451967063127
1603042,Pawłowiczki,1603000,43.1,7198,3574,3624,153,46.9,0.0,25132.0,7198,98.6,97.5,92.9,77.0,0.9,34.6,339.7,2.94,0.59,1440,5594,91,12.5,66.8,203,126,77,26,71,130,4.5,3.1,6.1,0.0,0.0,4986.8,512.16,34.7,4616.17,521.4,777.0,93.35,2.6,-13.56,-4.5,351,659,kędzierzyńsko-kozielski,100.9,17.7,396,645.9,33.9,19.22,34.1,26.09,14.78,107.67,23.33981661572659,59.23867741039177,15.018060572381216
1603052,Polska Cerekiew,1603000,46.7,3866,1878,1988,60,64.3,0.0,18451.0,3866,98.4,97.3,92.7,78.3,0.1,37.3,376.1,2.66,0.54,1289,10011,143,22.3,11.6,126,81,45,20,38,83,5.2,3.5,7.1,7.49,11.64,4837.56,549.84,-40.43,4802.5,584.89,897.0,86.21,3.1,-8.69,-6.6,170,605,kędzierzyńsko-kozielski,100.9,17.7,396,645.9,33.9,19.22,34.1,26.09,14.78,107.67,21.288153129849974,59.389549922400406,16.916709777547855
1603062,Reńska Wieś,1603000,44.3,8141,3962,4179,98,83.0,0.0,29451.0,0,98.0,97.7,94.3,80.0,1.1,38.2,334.7,2.99,0.55,4071,2756,169,7.2,30.1,253,147,106,23,79,142,4.9,3.9,6.0,12.53,15.11,5344.49,817.38,15.24,5115.43,1322.59,755.0,92.08,4.3,-5.05,2.6,578,881,kędzierzyńsko-kozielski,100.9,17.7,396,645.9,33.9,19.22,34.1,26.09,14.78,107.67,23.92826434099005,60.60680506080334,13.536420587151454
1604013,Byczyna,1604000,51.9,8929,4445,4484,183,48.8,39.2,18744.0,4465,96.4,95.6,91.8,83.3,13.1,28.0,354.4,2.82,0.69,8929,2547,58,13.5,249.81,299,175,124,50,80,154,5.4,4.1,6.9,2.02,4.14,5970.05,645.03,3.89,5522.74,578.59,819.0,85.26,3.2,-2.12,-7.1,584,919,kluczborski,86.5,10.0,122,680.3,38.8,17.35,34.85,25.97,16.21,159.97,25.321984544741856,57.80042557957218,15.231268899092843
1604023,Kluczbork,1604000,55.1,34788,16754,18034,217,160.3,65.4,138518.0,2485,98.0,96.8,95.4,85.3,67.7,29.8,386.1,2.59,0.64,4970,2487,117,19.4,287.8,881,518,363,107,192,433,4.2,3.3,5.3,9.26,5.78,5185.55,856.03,56.58,4976.88,438.14,887.0,97.62,2.8,-5.27,-0.8,2982,1190,kluczborski,86.5,10.0,122,680.3,38.8,17.35,34.85,25.97,16.21,159.97,21.947223180407036,57.79579165229389,18.05507646314821
1604032,Lasowice Wielkie,1604000,36.7,6459,3180,3279,211,30.6,0.0,9746.0,6459,97.6,96.9,95.6,76.5,0.6,31.5,296.8,3.37,0.66,2153,2029,44,13.4,109.38,142,95,47,19,28,73,3.4,2.1,4.8,0.0,0.0,4998.7,505.19,-0.18,4683.69,571.62,768.0,84.89,5.4,-4.81,-3.3,359,686,kluczborski,86.5,10.0,122,680.3,38.8,17.35,34.85,25.97,16.21,159.97,22.20157919182536,61.72782164421737,13.748258244310266
1604043,Wołczyn,1604000,48.4,12714,6354,6360,241,52.8,43.8,52991.0,3179,98.0,97.2,92.8,82.9,45.6,26.8,362.4,2.76,0.71,4238,2403,75,16.2,215.44,443,254,189,45,122,270,5.7,4.4,7.2,0.33,0.63,5137.09,608.79,31.5,4823.73,268.16,788.0,84.08,3.0,-8.6,-4.4,846,875,kluczborski,86.5,10.0,122,680.3,38.8,17.35,34.85,25.97,16.21,159.97,23.446594305490013,57.88107597923548,16.580147868491427
1605013,Gogolin,1605000,49.6,11736,5698,6038,101,116.7,54.7,34144.0,3912,98.9,98.1,96.8,81.3,33.4,32.8,335.6,2.98,0.62,1956,4505,165,16.9,275.13,321,201,120,35,88,185,4.4,3.1,5.8,8.65,7.41,7120.34,861.19,550.5,6565.04,453.7,888.0,88.33,4.3,-4.24,5.9,747,865,krapkowicki,100.5,12.5,116,697.9,45.9,17.92,29.76,29.68,16.54,246.87,24.73585548738923,59.57736877982277,13.61622358554874
1605023,Krapkowice,1605000,55.1,22072,10571,11501,97,226.8,71.7,136451.0,2759,98.9,98.6,97.7,85.2,53.3,30.4,377.1,2.65,0.63,2007,4141,249,10.9,40.93,603,355,248,71,178,335,4.5,3.5,5.7,7.6,3.35,5294.83,921.59,64.25,5568.79,1061.21,923.0,104.48,4.2,-4.91,-6.1,1577,1006,krapkowicki,100.5,12.5,116,697.9,45.9,17.92,29.76,29.68,16.54,246.87,21.96901051105473,57.74284160927873,18.42152953968829
1605032,Strzeleczki,1605000,43.5,7241,3479,3762,118,61.7,0.0,27021.0,7241,98.6,98.2,93.4,74.9,0.5,37.5,326.5,3.06,0.56,1034,8429,158,19.2,64.74,205,138,67,30,63,121,4.5,2.8,6.2,3.41,5.52,5342.26,693.45,17.76,4964.79,823.43,837.0,96.16,3.4,-3.44,-2.5,395,675,krapkowicki,100.5,12.5,116,697.9,45.9,17.92,29.76,29.68,16.54,246.87,23.822676425908025,59.72931915481288,14.307416102748238
1605042,Walce,1605000,41.4,5245,2517,2728,69,75.9,0.0,11942.0,5245,96.9,96.5,96.2,81.7,0.4,36.1,303.9,3.29,0.58,1311,7999,153,16.0,12.47,108,70,38,20,29,56,3.2,2.2,4.4,0.0,0.0,5231.37,469.37,62.44,4551.1,626.55,967.0,100.26,3.8,-6.64,0.8,286,704,krapkowicki,100.5,12.5,116,697.9,45.9,17.92,29.76,29.68,16.54,246.87,23.469971401334604,60.40038131553861,14.223069590085796
1605053,Zdzieszowice,1605000,49.2,14411,7069,7342,57,250.9,72.3,60940.0,3603,99.6,99.1,98.2,90.9,74.8,27.3,351.5,2.85,0.66,2882,4458,146,12.2,160.32,332,220,112,40,84,172,3.7,2.3,5.3,16.54,6.59,4598.68,956.77,4.79,4514.49,335.35,894.0,92.47,3.3,-5.5,-7.6,812,770,krapkowicki,100.5,12.5,116,697.9,45.9,17.92,29.76,29.68,16.54,246.87,22.427312469641247,59.739088196516555,16.404135729650964
1606012,Domaszowice,1606000,51.9,3489,1709,1780,114,30.6,0.0,10332.0,3489,97.7,97.6,92.3,80.1,0.6,30.7,340.8,2.93,0.68,3489,1375,62,10.9,76.02,111,67,44,20,30,65,5.5,4.0,7.2,1.4,4.59,5599.43,577.51,10.2,4785.82,185.92,610.0,71.76,3.1,-1.14,-2.9,264,963,namysłowski,87.0,9.9,196,750.3,30.9,17.58,34.75,26.01,16.33,246.86,26.626540556033245,54.399541415878474,16.881627973631414
1606023,Namysłów,1606000,57.1,26375,12756,13619,290,90.9,64.2,100393.0,3768,97.6,97.2,95.7,87.1,61.5,29.7,402.2,2.49,0.65,8792,2586,69,14.4,261.12,719,449,270,99,186,374,4.7,3.3,6.2,9.37,10.31,5005.87,901.12,95.27,4672.73,230.16,920.0,100.98,4.7,-2.8,5.4,2366,1226,namysłowski,87.0,9.9,196,750.3,30.9,17.58,34.75,26.01,16.33,246.86,25.436966824644553,55.7649289099526,16.9478672985782
1606032,Pokój,1606000,50.0,5090,2490,2600,133,38.3,0.0,15855.0,5090,97.3,94.8,92.8,80.2,0.1,32.7,337.5,2.96,0.63,1697,5514,112,9.8,101.85,153,89,64,18,49,89,4.9,3.8,6.1,2.33,6.09,6093.25,777.67,27.02,5777.51,1379.85,717.0,84.6,2.3,-5.68,-4.7,353,886,namysłowski,87.0,9.9,196,750.3,30.9,17.58,34.75,26.01,16.33,246.86,23.41846758349705,59.56777996070727,14.950884086444008
1606042,Świerczów,1606000,49.9,3139,1592,1547,110,28.4,0.0,11318.0,0,95.0,92.1,88.6,74.0,0.2,32.8,365.4,2.74,0.62,3139,2892,82,17.7,314.7,119,67,52,16,38,64,6.2,4.9,7.9,0.0,0.0,5651.32,943.43,16.06,5142.35,335.21,682.0,79.75,3.1,-9.07,-5.3,263,1029,namysłowski,87.0,9.9,196,750.3,30.9,17.58,34.75,26.01,16.33,246.86,23.415100350430073,57.82096208983752,16.406498884995223
1606052,Wilków,1606000,51.4,4300,2185,2115,101,42.7,0.0,10200.0,0,95.6,94.8,89.1,83.5,0.5,29.3,334.0,2.99,0.71,1433,5701,88,10.0,64.02,132,76,56,17,39,64,4.9,3.7,6.4,2.08,4.88,6496.09,692.45,12.07,5661.21,346.65,860.0,94.21,2.8,-1.85,-5.8,321,907,namysłowski,87.0,9.9,196,750.3,30.9,17.58,34.75,26.01,16.33,246.86,27.72093023255814,57.581395348837205,13.023255813953488
